Date,pptn,PET,temp(min),temp(max),wind,Q_ds
02-01-1979,0,-3.0892,14.9021,27.0971,1.8084,103.1
03-01-1979,0.0966,-2.9026,14.9782,26.5601,1.727,101.7
04-01-1979,0.0101,-3.251,10.6526,26.1371,2.1546,96.2
05-01-1979,0,-3.0944,10.2387,24.8038,2.0605,107.1
06-01-1979,0,-3.1631,10.4596,25.2963,2.6417,99.3
07-01-1979,0,-3.1607,12.6939,26.2131,1.9704,90
08-01-1979,0,-3.2607,13.4283,27.1241,1.7703,98.6
09-01-1979,0,-3.3071,13.8945,27.5758,0.767,94.4
10-01-1979,0,-3.382,13.1134,27.6077,1.7093,97.8
11-01-1979,0,-3.3596,12.2995,27.0404,1.9064,93.4
12-01-1979,0,-3.4459,12.1476,27.4472,1.5517,94
13-01-1979,0,-3.5725,13.1655,28.6005,1.1546,92.6
14-01-1979,0.0007,-3.5887,14.1925,29.0727,1.2486,87
15-01-1979,0.1008,-3.174,16.0731,28.0937,0.837,87
16-01-1979,3.273,0.1251,15.0576,26.7585,1.0655,87
17-01-1979,3.1092,0.3799,14.7023,24.1483,1.8572,92
18-01-1979,10.0969,7.7442,15.5606,22.6431,3.1145,91.3
19-01-1979,2.8272,0.4292,15.3244,22.6641,2.4456,93.3
20-01-1979,0.3644,-2.1551,13.9445,22.361,2.4102,83.9
21-01-1979,0.0679,-2.1282,14.1793,20.7702,3.0425,105.4
22-01-1979,4.0013,1.3254,14.6542,23.5188,2.8651,105.9
23-01-1979,0.4131,-2.3081,13.6678,23.1086,2.5241,99.1
24-01-1979,0.0019,-3.0268,13.6533,24.7403,2.6408,102.3
25-01-1979,0.0035,-3.415,15.1218,27.6086,2.223,116.9
26-01-1979,1.751,-1.5151,16.4942,27.4449,0.9292,109
27-01-1979,12.094,9.4483,15.2679,23.4271,1.2819,159.3
28-01-1979,0.3918,-2.9759,14.9121,26.9566,2.1981,150.7
29-01-1979,0,-3.0841,12.2332,23.8983,2.1632,145
30-01-1979,0,-3.1466,9.7013,22.9761,1.6265,146.8
31-01-1979,0,-2.9529,10.1077,21.9072,2.4636,139.1
01-02-1979,0.0006,-3.0458,11.2998,22.9503,2.5447,139.5
02-02-1979,0,-2.9592,9.4476,21.4558,2.5071,144.2
03-02-1979,0,-3.039,7.8501,21.1333,2.0521,151.5
04-02-1979,0,-3.3649,8.0009,23.1066,2.7227,163.2
05-02-1979,1.7515,-1.6173,10.7847,24.1758,2.2739,169.5
06-02-1979,20.8383,18.0396,14.5805,23.0669,1.4071,148.9
07-02-1979,0.0034,-3.3007,11.8371,24.1088,1.695,173.9
08-02-1979,0,-3.1665,10.3007,22.5014,1.7293,146.2
09-02-1979,0,-3.157,10.4112,22.4049,2.0492,193.5
10-02-1979,0,-3.3623,10.4016,23.4549,2.107,248.5
11-02-1979,0,-3.5647,11.1179,24.808,2.5685,216.6
12-02-1979,0.1013,-3.6971,12.1928,26.4579,1.9459,225.9
13-02-1979,0.4893,-3.2995,15.292,27.7928,1.3868,211.2
14-02-1979,19.6827,16.3043,16.0643,26.1262,1.3173,197.9
15-02-1979,14.3237,11.2412,15.0979,24.0664,0.8491,242
16-02-1979,0.2913,-2.9339,15.2268,24.7374,0.7313,227.8
17-02-1979,0.2126,-3.2482,15.5383,25.9476,1.7679,205.8
18-02-1979,2.0685,-1.7046,17.4075,28.3838,1.8455,167.2
19-02-1979,0.0517,-3.535,14.1815,25.6169,2.8116,156.2
20-02-1979,0,-3.6965,12.9143,25.4108,2.1218,167.4
21-02-1979,0,-3.7939,10.2171,24.5774,1.7337,166.1
22-02-1979,0,-4.084,10.2394,26.0325,1.3756,166.6
23-02-1979,0,-4.1733,12.5679,27.3494,1.2266,160.6
24-02-1979,0,-4.0559,12.7958,26.7468,2.711,157.6
25-02-1979,0,-4.0206,12.8209,26.4814,2.0559,153.2
26-02-1979,0,-4.4116,13.4456,28.5834,0.8958,153.8
27-02-1979,0,-4.7719,13.4082,30.2276,0.6788,153.3
28-02-1979,0,-4.445,14.5189,29.0034,2.8165,149.6
01-03-1979,0,-4.4121,13.8525,28.43,2.6468,146.5
02-03-1979,4.0086,-0.1186,16.3945,28.2778,1.2768,137.7
03-03-1979,2.236,-2.3729,16.8239,30.5511,0.9634,138.4
04-03-1979,0.0261,-4.3731,17.4688,29.8622,1.1828,122.7
05-03-1979,0.1252,-4.4769,18.0457,30.9495,0.8934,126.4
06-03-1979,0.0351,-4.8021,17.1503,31.4105,2.0825,118.2
07-03-1979,0,-4.4545,14.5714,28.3346,2.1034,114
08-03-1979,0,-4.2156,11.4422,25.6688,2.5143,110.3
09-03-1979,0,-3.889,7.9459,22.4853,3.1241,102.9
10-03-1979,0,-4.4278,8.066,25.2153,1.8421,101.8
11-03-1979,0,-5.1499,11.2959,29.8265,0.8558,104.3
12-03-1979,0,-5.0739,13.9162,30.3567,1.0454,100.8
13-03-1979,0,-5.3022,15.5277,31.9634,1.117,102.3
14-03-1979,0,-5.507,16.5565,33.2017,1.685,96
15-03-1979,0,-5.3006,17.8617,32.8237,1.2173,99.1
16-03-1979,0,-5.8275,17.1811,34.6373,1.7862,98.6
17-03-1979,0,-5.8638,18.1928,35.1257,3.3101,98.7
18-03-1979,0,-5.4662,18.0768,33.3158,1.4435,88
19-03-1979,0,-5.651,17.4335,33.689,0.721,95.4
20-03-1979,0,-5.9589,17.1711,34.76,1.7062,86.7
21-03-1979,0,-5.6333,18.7702,34.0482,0.8471,80.9
22-03-1979,0,-5.6332,18.9858,34.0554,0.4437,76.5
23-03-1979,0.0202,-5.8498,19.5218,35.1692,1.2516,74.4
24-03-1979,0,-5.8754,19.2547,34.9726,2.7341,70
25-03-1979,0,-5.8194,18.2963,34.2026,1.9451,70.4
26-03-1979,0,-5.862,18.6293,34.4391,1.1938,67.1
27-03-1979,0,-6.0478,19.2728,35.3828,1.3845,64.8
28-03-1979,0,-6.0114,19.9634,35.4917,1.2946,65.8
29-03-1979,0,-6.007,20.4807,35.6508,1.4331,66
30-03-1979,0,-5.9648,19.9575,35.1439,1.9205,71.6
31-03-1979,0,-5.6551,21.2249,34.5729,1.9941,74.3
01-04-1979,0,-5.9744,20.7614,35.4293,1.9688,78
02-04-1979,0,-6.238,21.6843,36.8113,1.6893,76.6
03-04-1979,0.0178,-5.9587,21.8974,35.8899,1.2254,79.6
04-04-1979,0.0018,-5.754,22.7465,35.5121,2.2325,81.3
05-04-1979,0,-5.6804,20.5255,33.945,2.3444,82.4
06-04-1979,0,-6.1115,19.2113,34.8007,2.2043,72.3
07-04-1979,0,-6.47,19.2285,36.0978,1.5895,76
08-04-1979,0,-6.7855,21.4536,38.2453,0.3794,72.9
09-04-1979,0,-7.1422,22.1217,39.7909,0.5645,72.9
10-04-1979,0,-7.2051,22.3548,40.0629,2.1487,68.7
11-04-1979,0,-7.16,21.6074,39.473,2.3592,67.2
12-04-1979,0,-6.9371,22.2308,38.8951,2.089,65.5
13-04-1979,0,-7.1222,23.5851,40.1602,1.6299,65.3
14-04-1979,0,-6.7813,26.0236,40.2336,2.0053,65
15-04-1979,0,-7.008,24.1846,39.9358,2.0281,64.7
16-04-1979,0.0002,-6.7256,23.2698,38.4373,0.795,62
17-04-1979,0,-7.0308,22.6076,39.1033,0.6775,60.7
18-04-1979,0,-7.2475,22.4362,39.7269,1.7052,55
19-04-1979,0,-7.2491,23.8031,40.3394,2.342,53.8
20-04-1979,0,-7.1059,24.6155,40.2308,2.5423,44.4
21-04-1979,0,-7.0911,22.5852,39.0967,2.2465,49.9
22-04-1979,0,-7.2935,21.6924,39.3165,1.7706,50
23-04-1979,0,-7.7704,20.6304,40.5004,0.8391,63.9
24-04-1979,0,-7.6669,22.6962,40.9902,1.9365,63.1
25-04-1979,0,-7.7816,22.8799,41.4201,1.4256,67.7
26-04-1979,0,-8.0376,22.4645,42.0775,1.1641,65.2
27-04-1979,0,-8.0029,24.7494,42.9656,1.6958,62.4
28-04-1979,0,-7.7478,26.4806,42.9397,2.3467,60.6
29-04-1979,0,-7.344,26.4184,41.5757,2.7345,61.4
30-04-1979,0,-7.4734,25.315,41.3682,3.4624,57.7
01-05-1979,0,-7.6189,22.6621,40.4904,3.3677,59.8
02-05-1979,0,-7.4819,21.4153,39.4113,1.9216,57.3
03-05-1979,0,-7.1952,23.5589,39.4195,2.0643,56.6
04-05-1979,0,-7.3032,23.9706,39.956,2.2418,56.4
05-05-1979,0,-7.6405,22.5142,40.3438,0.9865,56.4
06-05-1979,0,-7.3768,24.2529,40.2862,0.7083,54
07-05-1979,0,-7.307,26.2921,41.1284,0.827,53.9
08-05-1979,0,-7.5962,26.4887,42.1211,1.0552,53.8
09-05-1979,0,-7.634,27.7873,42.9075,2.0228,52.7
10-05-1979,0,-7.1193,30.0984,42.7162,2.3995,53.4
11-05-1979,0,-6.6456,30.2985,41.4793,3.3063,56
12-05-1979,0,-6.8508,29.3361,41.4244,1.8667,53.6
13-05-1979,0.8818,-5.0528,27.0199,37.2799,1.3097,50.8
14-05-1979,4.5964,-1.0444,23.7523,34.2902,2.0141,51.6
15-05-1979,0.0016,-5.2446,25.8293,34.4926,3.0285,51.2
16-05-1979,0.0018,-6.4967,26.7401,38.7028,2.0684,51.2
17-05-1979,0,-6.9661,25.5499,39.4295,2.5741,50.9
18-05-1979,0,-6.9252,27.5825,40.4648,2.7338,50.4
19-05-1979,0,-7.1005,27.0505,40.6546,3.4953,48.3
20-05-1979,0,-6.5745,27.7064,39.4667,3.6099,49.2
21-05-1979,0.0022,-6.1,28.4453,38.5902,3.3198,45.6
22-05-1979,0.0034,-6.6118,25.731,38.3596,3.0907,45.5
23-05-1979,0,-6.5559,25.5189,38.0398,1.8975,43.8
24-05-1979,2.034,-4.7886,25.7044,38.9478,1.2443,37
25-05-1979,0.0352,-7.2656,24.1789,39.5964,2.3591,36.9
26-05-1979,0.0033,-6.4791,26.7268,38.519,2.7532,40.9
27-05-1979,0.6616,-5.7759,26.7058,38.3642,2.0219,38.1
28-05-1979,1.0037,-5.6899,25.2248,38.2305,1.7738,40.8
29-05-1979,0.0103,-6.7313,23.9415,37.6378,1.3222,39.7
30-05-1979,0,-7.1941,22.6489,38.4164,2.5375,39
31-05-1979,0,-7.2925,24.5143,39.6902,0.9086,37.3
01-06-1979,0,-7.3599,26.8863,41.2011,1.1721,37.1
02-06-1979,0,-7.0326,28.9138,41.4327,2.2196,36.5
03-06-1979,0,-7.5718,26.178,41.448,2.6924,36.2
04-06-1979,0,-7.9393,26.733,42.8857,2.4,33.2
05-06-1979,0,-7.8065,29.5347,44.0379,2.4212,36
06-06-1979,0,-7.5433,29.5868,43.2903,2.0591,35
07-06-1979,0.0535,-7.4603,30.2181,43.5763,2.3737,31.2
08-06-1979,0.0032,-7.4796,31.0989,44.0283,1.622,33.8
09-06-1979,0.037,-7.2979,32.3084,44.3828,3.2028,35
10-06-1979,0.5092,-6.7627,29.8574,42.6554,4.4762,34
11-06-1979,0,-7.199,29.8051,42.4155,4.0441,32.2
12-06-1979,0.0163,-6.8475,30.1367,41.6822,3.2553,37.1
13-06-1979,0.0049,-7.0577,27.9473,40.8815,1.8124,30.9
14-06-1979,1.6469,-4.8058,27.5471,38.8597,1.8672,32
15-06-1979,2.9177,-2.9081,27.929,37.3648,1.0746,32
16-06-1979,0.0967,-6.7379,27.3502,39.8476,0.454,33
17-06-1979,0.001,-6.4626,29.5382,40.187,2.0651,33
18-06-1979,0.3608,-6.5124,28.0606,40.3965,3.5018,32.5
19-06-1979,8.8054,2.1574,26.9504,39.0546,3.3468,32.5
20-06-1979,6.7501,0.4216,25.5285,37.236,2.9892,33.5
21-06-1979,7.8196,3.0706,25.2275,32.5481,2.4287,38.1
22-06-1979,20.2185,15.2574,24.2847,32.4529,3.1735,42.2
23-06-1979,9.1177,4.4987,24.4243,31.6146,3.1458,42.3
24-06-1979,51.9095,47.4137,24.1138,31.0592,2.6146,43
25-06-1979,18.6426,14.1566,24.9887,31.6823,2.0877,49.2
26-06-1979,24.4213,19.7247,25.1094,32.33,1.1493,275.7
27-06-1979,1.5856,-1.9207,25.2666,29.532,3.6751,388.9
28-06-1979,1.0399,-3.0396,25.3451,30.9374,5.0165,578.4
29-06-1979,4.0648,0.5392,24.2538,28.7481,5.3047,457.4
30-06-1979,1.7169,-1.5266,25.2411,28.9465,5.8653,342.4
01-07-1979,0.6389,-3.9656,24.8221,31.8905,6.0246,370.3
02-07-1979,0.4837,-4.4503,25.2307,33.0763,5.4137,333.8
03-07-1979,0.7322,-4.058,25.2076,32.6742,4.3197,316.8
04-07-1979,0.4479,-4.4592,25.4939,33.2057,3.8913,384.3
05-07-1979,0.2,-4.4229,25.8926,32.749,3.4068,355.2
06-07-1979,0.3474,-4.1198,26.2196,32.6009,2.93,280.6
07-07-1979,15.7156,10.5426,24.5726,33.3102,2.8424,200.6
08-07-1979,15.1922,10.1024,24.4672,33.0055,2.7598,165
09-07-1979,19.2901,15.1985,24.7813,30.5751,2.025,226.3
10-07-1979,18.504,15.2966,24.0291,27.8786,3.595,222
11-07-1979,11.2205,8.0239,23.9801,27.812,3.746,340.1
12-07-1979,13.3727,10.0104,23.8205,28.0552,3.2874,340
13-07-1979,17.2977,15.1909,23.6673,25.4539,4.0719,238.2
14-07-1979,12.4723,10.1117,23.5609,25.7825,4.7892,474.6
15-07-1979,15.4804,12.2248,23.9827,27.9707,4.7199,944.1
16-07-1979,1.8492,-2.2443,24.184,30.1511,4.2534,604.9
17-07-1979,1.3289,-2.563,24.3786,29.7982,4.059,778.2
18-07-1979,8.2688,4.3761,23.8347,29.387,4.5862,985.3
19-07-1979,4.7538,0.7835,23.797,29.5629,4.4275,793
20-07-1979,0.7835,-3.0137,24.5459,29.7185,3.5538,492.8
21-07-1979,1.3296,-2.7204,24.7469,30.5109,2.7095,383.3
22-07-1979,0.3768,-3.7943,24.6284,30.738,2.6705,340
23-07-1979,0.3062,-4.0191,25.608,31.8939,2.2058,363.5
24-07-1979,0.9912,-3.9615,25.3941,33.4187,1.0968,348.3
25-07-1979,3.0677,-1.172,24.2008,30.6231,1.4854,307.1
26-07-1979,15.4496,10.9895,24.5827,31.509,2.2789,376.6
27-07-1979,7.9412,3.9772,24.8844,30.4617,2.307,390.9
28-07-1979,4.6891,0.4682,25.0606,31.259,2.0672,440
29-07-1979,8.6968,5.2329,24.9734,29.3447,1.4239,450
30-07-1979,18.3214,14.6681,24.7979,29.6555,0.9765,406.9
31-07-1979,6.1811,1.7947,24.8652,31.5859,0.7444,376.2
01-08-1979,8.8851,4.1419,25.1315,32.7635,0.6491,345
02-08-1979,17.1901,13.6029,24.7885,29.5219,1.483,400
03-08-1979,22.6671,19.0796,24.4972,29.3022,1.2675,580.5
04-08-1979,21.8859,18.6288,24.3396,28.4072,1.7828,1560
05-08-1979,33.0131,30.5582,23.5594,26.0597,3.3804,3960
06-08-1979,5.6376,1.9886,23.5395,28.7212,4.9857,2277
07-08-1979,7.9098,5.2059,23.3208,26.3523,4.106,1246
08-08-1979,29.659,26.8603,23.3909,26.6228,4.675,1300
09-08-1979,83.6667,80.4843,22.574,26.845,3.1498,1920
10-08-1979,16.8859,14.5459,23.1172,25.4714,6.7237,11200.7
11-08-1979,1.9714,-1.4599,23.5836,28.2782,4.1915,9880
12-08-1979,1.3256,-2.7222,22.8686,29.368,4.0487,5400
13-08-1979,1.008,-2.8477,22.8288,28.8258,4.5731,2645
14-08-1979,1.733,-0.989,23.0974,26.2616,4.715,1675
15-08-1979,5.8248,2.7422,22.8701,26.9129,3.7118,1200
16-08-1979,2.0237,-1.816,22.5261,28.6119,3.7055,892.5
17-08-1979,0.755,-2.4078,23.1809,27.3836,3.3952,615.9
18-08-1979,0.7289,-3.2204,22.4243,28.8885,3.3795,595
19-08-1979,0.5819,-3.3563,21.8509,28.456,3.7121,370
20-08-1979,0.5037,-3.3584,22.0694,28.4213,3.9686,310
21-08-1979,0.4162,-3.7237,22.7627,29.757,3.6747,270
22-08-1979,0.4473,-3.3102,23.4984,29.2561,2.7899,284.3
23-08-1979,0.2393,-4.0243,23.2706,30.5418,2.4781,392
24-08-1979,0.1843,-4.5073,22.3173,31.2176,2.283,359.4
25-08-1979,0.4003,-4.3996,23.2212,32.1977,2.2704,290
26-08-1979,0.2654,-4.6335,22.9282,32.3531,1.9995,354.2
27-08-1979,0.1416,-4.6057,23.8127,32.5083,1.3035,328.2
28-08-1979,0.2186,-4.4339,25.185,33.2152,0.8643,212.8
29-08-1979,0.0231,-4.6403,25.0344,33.1771,0.4933,215.2
30-08-1979,0.2689,-4.5875,25.0513,33.8063,1.9708,196.9
31-08-1979,0.5867,-3.8812,25.645,33.1129,2.1522,177.1
01-09-1979,1.6926,-2.4613,25.2843,31.9856,2.583,167
02-09-1979,2.9524,-1.2716,24.0279,31.3009,2.6017,174
03-09-1979,0.1464,-3.9238,23.8328,30.7391,3.4465,190.7
04-09-1979,0.6503,-2.951,23.4185,29.1129,3.3496,180.7
05-09-1979,0.3478,-3.9083,22.8271,30.6572,2.8616,167.2
06-09-1979,0.1346,-4.3089,22.1757,30.8524,2.0287,178.1
07-09-1979,0.1463,-4.6897,22.0846,32.1518,1.5736,194
08-09-1979,0.0154,-5.0996,22.1392,33.2031,1.3666,206.7
09-09-1979,0.0873,-5.0097,23.287,33.9143,1.007,235
10-09-1979,0.029,-4.7925,22.9727,32.836,1.0406,220.8
11-09-1979,0.1088,-4.7847,22.9909,33.1476,1.6193,199.2
12-09-1979,0.0812,-4.6379,23.74,33.1087,1.7409,162.8
13-09-1979,0.1087,-4.5813,23.8969,33.1723,1.2779,157.3
14-09-1979,0.0912,-4.4781,24.0041,32.9033,0.7337,179
15-09-1979,0.1563,-4.8964,24.0933,34.6374,0.8053,221.6
16-09-1979,0.3917,-4.3602,24.6052,34.0212,0.3695,205
17-09-1979,0.3118,-4.3828,24.6191,33.9027,0.6372,179.9
18-09-1979,1.7363,-2.4188,24.5024,32.1363,0.4984,179.8
19-09-1979,0.6009,-3.8575,23.7088,32.6234,1.4376,192
20-09-1979,3.753,-0.749,23.7378,32.8508,1.4722,204.2
21-09-1979,0.6373,-3.7273,24.3284,32.8545,1.9326,167.9
22-09-1979,0.1395,-4.3742,24.701,33.671,1.79,149.6
23-09-1979,0,-4.9324,23.8891,34.6514,1.584,145
24-09-1979,0,-5.0864,23.699,35.1623,0.5318,139.4
25-09-1979,0.0047,-4.8058,24.4283,34.7146,0.7505,136.1
26-09-1979,0.1776,-4.4492,23.674,33.6478,2.1477,142.3
27-09-1979,0,-5.3093,22.0073,35.2691,2.0019,141
28-09-1979,0,-5.5042,22.0024,36.1221,1.2733,136.6
29-09-1979,0,-5.6006,21.6305,36.4123,1.347,132
30-09-1979,0,-5.6286,21.1638,36.3947,1.6222,128
01-10-1979,0,-5.7108,21.3798,36.9447,1.8698,120
02-10-1979,0,-5.6161,21.7307,36.8462,2.3006,115
03-10-1979,0,-5.3658,22.4374,36.326,2.7507,111.2
04-10-1979,0,-5.128,23.3194,35.969,2.345,109.3
05-10-1979,0,-4.9355,22.8238,35.0219,2.2319,120
06-10-1979,0,-5.0177,22.6577,35.3465,2.2189,111.4
07-10-1979,0,-5.1268,21.861,35.4444,2.2979,99
08-10-1979,0,-5.0458,21.3142,34.9175,2.3645,97.6
09-10-1979,0,-5.1132,21.6547,35.4897,1.4963,90.8
10-10-1979,0,-5.2157,21.5215,35.9562,1.589,87.4
11-10-1979,0,-5.0826,21.8604,35.6881,1.3449,97.9
12-10-1979,0,-4.6578,23.6047,35.06,1.7114,78
13-10-1979,0.0394,-4.3761,23.8542,34.3544,1.7617,70.5
14-10-1979,1.1069,-3.4854,23.4309,34.8819,1.5373,67
15-10-1979,0.0183,-4.6862,22.9244,35.1345,1.7311,65.3
16-10-1979,0,-4.9552,21.937,35.739,1.4007,61.1
17-10-1979,0,-4.8848,21.6611,35.3975,1.2861,60.1
18-10-1979,0,-4.9556,20.2162,35.0702,1.924,59.5
19-10-1979,0,-4.8997,19.8846,34.7646,0.6398,57.8
20-10-1979,0.0358,-4.8811,19.8175,34.9269,0.5412,55
21-10-1979,0,-4.8931,19.8928,34.9744,1.3875,55
22-10-1979,0.0357,-4.5697,20.7277,34.21,1.5019,55
23-10-1979,0.0928,-4.47,20.5278,34.0215,1.2158,50.3
24-10-1979,0.0139,-4.381,21.3692,33.8362,0.6503,50.8
25-10-1979,0,-4.1978,21.806,33.3226,1.545,48.9
26-10-1979,0,-4.004,22.381,32.9317,0.6223,47.6
27-10-1979,1.3964,-2.7208,20.2163,32.2336,0.7792,53
28-10-1979,0.1366,-4.0289,19.6201,32.2235,0.8692,53.8
29-10-1979,0.146,-3.8473,21.315,32.5073,1.0768,52.5
30-10-1979,0.0021,-4.2681,20.3133,33.3095,2.0489,49.6
31-10-1979,0,-4.5309,18.1188,33.5655,2.2181,49
01-11-1979,0,-4.4939,17.605,33.2538,1.864,47.8
02-11-1979,0,-4.46,17.3412,33.0764,1.9806,46.6
03-11-1979,0,-4.3784,17.9862,33.0801,2.2216,48.7
04-11-1979,0,-4.3097,19.3086,33.5038,2.1434,15.7
05-11-1979,0,-4.1841,18.9995,32.8253,2.2705,46.2
06-11-1979,0,-4.2531,17.4521,32.5233,1.9424,45.5
07-11-1979,0,-4.2541,16.4511,32.1652,1.7759,46.7
08-11-1979,0,-4.1334,16.1391,31.4821,1.8407,45.8
09-11-1979,0,-4.2689,15.9782,32.262,2.0532,46
10-11-1979,0,-4.2382,15.8286,32.1411,2.1629,46.9
11-11-1979,0,-4.2701,16.2815,32.6299,1.8574,49.3
12-11-1979,0,-4.2557,16.1384,32.5993,2.1069,49.1
13-11-1979,0,-4.1706,16.617,32.4516,2.4634,46.9
14-11-1979,0,-4.081,16.7847,32.1387,2.0436,46
15-11-1979,0.1042,-3.4082,19.7415,30.7925,1.6541,48.4
16-11-1979,0.0086,-2.7044,23.0675,29.4256,2.0903,45.9
17-11-1979,1.341,-2.0233,20.7982,30.8538,1.0326,47.1
18-11-1979,0.5381,-3.0149,20.4155,31.6249,1.1295,47
19-11-1979,0.2137,-3.4249,21.1869,32.5874,1.3596,48.6
20-11-1979,0.2214,-3.0425,21.1492,30.7896,0.8087,46.7
21-11-1979,0.001,-3.7886,20.7218,33.2375,1.2677,46.8
22-11-1979,0.1832,-3.3413,19.8821,31.4764,1.9511,44.2
23-11-1979,0.0167,-3.6251,20.5662,32.5338,0.7058,43.5
24-11-1979,0.0008,-3.3456,22.5426,32.3268,0.7662,46.1
25-11-1979,0,-3.4733,20.6211,31.8339,1.016,45
26-11-1979,6.638,3.8681,19.3085,27.5031,1.9461,42.9
27-11-1979,18.3179,16.0786,20.5667,25.992,1.2173,42.4
28-11-1979,9.1559,6.926,20.9657,26.2941,1.5659,102.7
29-11-1979,18.9126,16.8078,17.1637,22.8906,1.7211,139.9
30-11-1979,0.6367,-2.0207,15.0823,24.4023,1.0635,245.6
01-12-1979,0.0001,-2.5994,14.5371,23.7924,1.3151,201
02-12-1979,0,-2.7453,14.4498,24.6264,1.3044,135.9
03-12-1979,0,-2.7913,14.4582,24.9397,1.1796,104.7
04-12-1979,0,-2.7814,14.8362,25.1348,1.2733,68.5
05-12-1979,0,-2.9193,15.2958,26.235,1.6818,73.6
06-12-1979,0.006,-2.7207,16.2104,25.7035,1.9109,61.4
07-12-1979,0.1253,-2.4624,15.3281,24.412,2.4336,61.6
08-12-1979,0,-2.7266,13.6646,24.2896,2.0655,59.1
09-12-1979,0,-2.8285,12.4428,24.3032,1.8297,66.6
10-12-1979,0,-3.0023,12.5965,25.5094,1.6088,66.2
11-12-1979,0,-2.9959,13.354,25.8687,1.5013,59.8
12-12-1979,0,-2.9483,13.0783,25.457,1.7928,56.9
13-12-1979,0,-2.8926,13.5673,25.3779,1.7911,57.3
14-12-1979,0,-2.9915,13.5088,25.9816,1.1938,57
15-12-1979,0,-3.1598,14.2628,27.4224,0.5449,56.6
16-12-1979,0.0005,-3.064,14.1174,26.7699,2.0968,59
17-12-1979,0,-2.9064,13.0871,25.2719,2.2261,55.1
18-12-1979,0,-2.9638,12.9192,25.5585,1.9842,50.6
19-12-1979,0.0413,-2.773,14.4478,25.4313,1.8944,50.3
20-12-1979,0.0253,-2.7914,12.9539,24.6512,2.2457,48.9
21-12-1979,0,-2.7467,12.7563,24.1076,2.3815,49.3
22-12-1979,0,-2.9098,12.6717,25.0921,2.1229,47.8
23-12-1979,0,-3.0169,12.4411,25.6617,1.9933,51
24-12-1979,0,-2.8506,13.0001,24.87,2.0635,46.5
25-12-1979,0,-2.9389,11.2251,24.5625,1.739,50
26-12-1979,0,-3.4214,11.1577,27.7288,1.8027,47.5
27-12-1979,0,-3.2566,12.4747,27.1627,1.7552,44.8
28-12-1979,0,-3.4123,13.3695,28.5306,0.7786,47
29-12-1979,0,-3.4586,14.6811,29.387,2.3925,47.2
30-12-1979,0,-3.171,12.9969,26.7673,1.4187,48
31-12-1979,0,-3.1989,12.8574,26.8431,1.0713,45.1
01-01-1980,0.1666,-2.9235,13.049,26.207,2.5779,44.3
02-01-1980,0.005,-3.0882,12.3596,25.8645,1.3731,42.7
03-01-1980,0,-2.7798,12.3025,23.8108,3.0603,45.7
04-01-1980,0,-2.6538,12.5053,23.1002,3.2804,42.3
05-01-1980,0.0203,-2.5919,12.1889,22.6322,2.3388,40.9
06-01-1980,0,-2.6601,10.9033,22.2234,2.4975,41.5
07-01-1980,0,-2.939,10.55,23.8087,2.1787,40.6
08-01-1980,0,-3.1259,11.2416,25.2744,1.6215,40.4
09-01-1980,0,-3.2641,12.5818,26.6963,1.3801,39.6
10-01-1980,0.0011,-3.2948,13.917,27.4551,0.6134,39.7
11-01-1980,0.0001,-3.2286,14.5922,27.323,0.6752,40.3
12-01-1980,0.0018,-3.2907,14.6105,27.6433,1.0416,41
13-01-1980,0,-2.9898,14.359,25.669,2.5061,41
14-01-1980,0,-3.1009,14.1584,26.1497,3.1088,42.6
15-01-1980,0.0007,-3.4088,14.1916,27.9216,1.9099,42.4
16-01-1980,0,-3.8104,14.251,30.2668,1.5313,42.4
17-01-1980,0,-3.6169,16.2879,29.9996,1.2054,42.8
18-01-1980,0,-3.5328,16.908,29.7601,0.6855,43
19-01-1980,0.0044,-3.5681,16.4641,29.6724,1.1576,44.4
20-01-1980,0.0002,-3.4583,16.7114,29.0854,1.0643,40.3
21-01-1980,0.0016,-3.6154,15.9121,29.4694,0.722,38.7
22-01-1980,0.0078,-3.5366,13.6034,27.8556,1.2286,41.4
23-01-1980,0,-3.346,10.0666,25.0327,2.2855,40.4
24-01-1980,0,-3.467,10.0531,25.6916,1.8426,39.9
25-01-1980,0,-3.8677,11.4323,28.5897,1.5778,39.5
26-01-1980,0,-3.9951,13.8156,30.185,1.689,42
27-01-1980,0,-3.5905,15.3301,28.49,1.892,41.5
28-01-1980,0,-3.6918,12.6826,27.7261,2.5533,40.2
29-01-1980,0,-3.3914,10.5338,24.921,2.4045,41.2
30-01-1980,0,-3.4814,9.9734,25.1286,1.3967,38.6
31-01-1980,0,-3.7286,9.6922,26.4239,1.9817,39
01-02-1980,0.0047,-4.1833,12.9256,30.2411,1.6899,37.3
02-02-1980,0.0779,-3.2901,15.7721,26.9741,2.9997,37.2
03-02-1980,0,-3.2592,15.925,26.4176,1.4266,38.5
04-02-1980,0,-3.6204,13.7671,27.0859,1.6744,36.8
05-02-1980,0,-3.5482,11.7624,25.6425,2.2169,36.7
06-02-1980,0,-3.4179,9.4483,23.7884,2.3765,36.1
07-02-1980,0,-3.5383,9.0933,24.2534,2.2844,36.9
08-02-1980,0,-3.8761,9.5795,26.3139,2.2488,36.3
09-02-1980,0,-4.0649,11.8648,28.1424,2.3649,36.2
10-02-1980,0,-3.9803,12.7907,27.9441,2.4776,34.5
