Date,Mean_Gauge,filename
28/08/06,5.74,Inundation Boundary (28AUG2006 00 00 00 Value_0).tif
29/08/06,5.07,Inundation Boundary (29AUG2006 00 00 00 Value_0).tif
30/08/06,4.49,Inundation Boundary (30AUG2006 00 00 00 Value_0).tif
31/08/06,6.43,Inundation Boundary (31AUG2006 00 00 00 Value_0).tif
01/09/06,12.69,Inundation Boundary (01SEP2006 00 00 00 Value_0).tif
02/09/06,8.43,Inundation Boundary (02SEP2006 00 00 00 Value_0).tif
03/09/06,6.73,Inundation Boundary (03SEP2006 00 00 00 Value_0).tif
04/09/06,5.68,Inundation Boundary (04SEP2006 00 00 00 Value_0).tif
05/09/06,5.47,Inundation Boundary (05SEP2006 00 00 00 Value_0).tif
06/09/06,8.76,Inundation Boundary (06SEP2006 00 00 00 Value_0).tif
07/09/06,7.85,Inundation Boundary (07SEP2006 00 00 00 Value_0).tif
08/09/06,6.13,Inundation Boundary (08SEP2006 00 00 00 Value_0).tif
09/09/06,5.175,Inundation Boundary (09SEP2006 00 00 00 Value_0).tif
10/09/06,5.31,Inundation Boundary (10SEP2006 00 00 00 Value_0).tif
11/09/06,4.675,Inundation Boundary (11SEP2006 00 00 00 Value_0).tif
12/09/06,4.43,Inundation Boundary (12SEP2006 00 00 00 Value_0).tif
13/09/06,4.24,Inundation Boundary (13SEP2006 00 00 00 Value_0).tif
14/09/06,4.18,Inundation Boundary (14SEP2006 00 00 00 Value_0).tif
15/09/06,4.225,Inundation Boundary (15SEP2006 00 00 00 Value_0).tif
16/09/06,4.125,Inundation Boundary (16SEP2006 00 00 00 Value_0).tif
17/09/06,4.15,Inundation Boundary (17SEP2006 00 00 00 Value_0).tif
18/09/06,4.025,Inundation Boundary (18SEP2006 00 00 00 Value_0).tif
19/09/06,4.02,Inundation Boundary (19SEP2006 00 00 00 Value_0).tif
20/09/06,3.905,Inundation Boundary (20SEP2006 00 00 00 Value_0).tif
21/09/06,4.27,Inundation Boundary (21SEP2006 00 00 00 Value_0).tif
22/09/06,4.52,Inundation Boundary (22SEP2006 00 00 00 Value_0).tif
23/09/06,4.26,Inundation Boundary (23SEP2006 00 00 00 Value_0).tif
24/09/06,3.88,Inundation Boundary (24SEP2006 00 00 00 Value_0).tif
25/09/06,3.91,Inundation Boundary (25SEP2006 00 00 00 Value_0).tif
26/09/06,3.83,Inundation Boundary (26SEP2006 00 00 00 Value_0).tif
27/09/06,3.83,Inundation Boundary (27SEP2006 00 00 00 Value_0).tif
28/09/06,3.7,Inundation Boundary (28SEP2006 00 00 00 Value_0).tif
29/09/06,3.61,Inundation Boundary (29SEP2006 00 00 00 Value_0).tif
30/09/06,3.515,Inundation Boundary (30SEP2006 00 00 00 Value_0).tif
01/06/07,2.64,Inundation Boundary (01JUN2007 00 00 00 Value_0).tif
02/06/07,2.56,Inundation Boundary (02JUN2007 00 00 00 Value_0).tif
03/06/07,2.63,Inundation Boundary (03JUN2007 00 00 00 Value_0).tif
04/06/07,2.73,Inundation Boundary (04JUN2007 00 00 00 Value_0).tif
05/06/07,2.73,Inundation Boundary (05JUN2007 00 00 00 Value_0).tif
06/06/07,2.66,Inundation Boundary (06JUN2007 00 00 00 Value_0).tif
07/06/07,2.58,Inundation Boundary (07JUN2007 00 00 00 Value_0).tif
08/06/07,2.4,Inundation Boundary (08JUN2007 00 00 00 Value_0).tif
09/06/07,2.36,Inundation Boundary (09JUN2007 00 00 00 Value_0).tif
10/06/07,2.32,Inundation Boundary (10JUN2007 00 00 00 Value_0).tif
11/06/07,2.27,Inundation Boundary (11JUN2007 00 00 00 Value_0).tif
12/06/07,2.23,Inundation Boundary (12JUN2007 00 00 00 Value_0).tif
13/06/07,2.2,Inundation Boundary (13JUN2007 00 00 00 Value_0).tif
14/06/07,2.18,Inundation Boundary (14JUN2007 00 00 00 Value_0).tif
15/06/07,2.19,Inundation Boundary (15JUN2007 00 00 00 Value_0).tif
16/06/07,2.3,Inundation Boundary (16JUN2007 00 00 00 Value_0).tif
17/06/07,2.58,Inundation Boundary (17JUN2007 00 00 00 Value_0).tif
18/06/07,2.57,Inundation Boundary (18JUN2007 00 00 00 Value_0).tif
19/06/07,2.47,Inundation Boundary (19JUN2007 00 00 00 Value_0).tif
20/06/07,2.735,Inundation Boundary (20JUN2007 00 00 00 Value_0).tif
21/06/07,2.7,Inundation Boundary (21JUN2007 00 00 00 Value_0).tif
22/06/07,2.865,Inundation Boundary (22JUN2007 00 00 00 Value_0).tif
23/06/07,2.72,Inundation Boundary (23JUN2007 00 00 00 Value_0).tif
24/06/07,2.61,Inundation Boundary (24JUN2007 00 00 00 Value_0).tif
25/06/07,2.6,Inundation Boundary (25JUN2007 00 00 00 Value_0).tif
26/06/07,2.57,Inundation Boundary (26JUN2007 00 00 00 Value_0).tif
27/06/07,2.55,Inundation Boundary (27JUN2007 00 00 00 Value_0).tif
28/06/07,2.52,Inundation Boundary (28JUN2007 00 00 00 Value_0).tif
29/06/07,2.805,Inundation Boundary (29JUN2007 00 00 00 Value_0).tif
30/06/07,2.78,Inundation Boundary (30JUN2007 00 00 00 Value_0).tif
01/07/07,2.81,Inundation Boundary (01JUL2007 00 00 00 Value_0).tif
02/07/07,2.77,Inundation Boundary (02JUL2007 00 00 00 Value_0).tif
03/07/07,2.885,Inundation Boundary (03JUL2007 00 00 00 Value_0).tif
04/07/07,2.78,Inundation Boundary (04JUL2007 00 00 00 Value_0).tif
05/07/07,2.68,Inundation Boundary (05JUL2007 00 00 00 Value_0).tif
06/07/07,2.62,Inundation Boundary (06JUL2007 00 00 00 Value_0).tif
07/07/07,2.67,Inundation Boundary (07JUL2007 00 00 00 Value_0).tif
08/07/07,2,Inundation Boundary (08JUL2007 00 00 00 Value_0).tif
09/07/07,9.8,Inundation Boundary (09JUL2007 00 00 00 Value_0).tif
10/07/07,5.78,Inundation Boundary (10JUL2007 00 00 00 Value_0).tif
11/07/07,4.33,Inundation Boundary (11JUL2007 00 00 00 Value_0).tif
12/07/07,3.76,Inundation Boundary (12JUL2007 00 00 00 Value_0).tif
13/07/07,3.455,Inundation Boundary (13JUL2007 00 00 00 Value_0).tif
14/07/07,3.5,Inundation Boundary (14JUL2007 00 00 00 Value_0).tif
15/07/07,3.31,Inundation Boundary (15JUL2007 00 00 00 Value_0).tif
16/07/07,3.4,Inundation Boundary (16JUL2007 00 00 00 Value_0).tif
17/07/07,4,Inundation Boundary (17JUL2007 00 00 00 Value_0).tif
18/07/07,4,Inundation Boundary (18JUL2007 00 00 00 Value_0).tif
19/07/07,3.695,Inundation Boundary (19JUL2007 00 00 00 Value_0).tif
20/07/07,3.39,Inundation Boundary (20JUL2007 00 00 00 Value_0).tif
21/07/07,3.255,Inundation Boundary (21JUL2007 00 00 00 Value_0).tif
22/07/07,3.21,Inundation Boundary (22JUL2007 00 00 00 Value_0).tif
23/07/07,3.19,Inundation Boundary (23JUL2007 00 00 00 Value_0).tif
24/07/07,3.14,Inundation Boundary (24JUL2007 00 00 00 Value_0).tif
25/07/07,3.09,Inundation Boundary (25JUL2007 00 00 00 Value_0).tif
26/07/07,3.11,Inundation Boundary (26JUL2007 00 00 00 Value_0).tif
27/07/07,3.305,Inundation Boundary (27JUL2007 00 00 00 Value_0).tif
28/07/07,3.6,Inundation Boundary (28JUL2007 00 00 00 Value_0).tif
29/07/07,4.1,Inundation Boundary (29JUL2007 00 00 00 Value_0).tif
30/07/07,4.28,Inundation Boundary (30JUL2007 00 00 00 Value_0).tif
31/07/07,4.3,Inundation Boundary (31JUL2007 00 00 00 Value_0).tif
01/08/07,3.96,Inundation Boundary (01AUG2007 00 00 00 Value_0).tif
02/08/07,3.905,Inundation Boundary (02AUG2007 00 00 00 Value_0).tif
03/08/07,3.95,Inundation Boundary (03AUG2007 00 00 00 Value_0).tif
04/08/07,4.74,Inundation Boundary (04AUG2007 00 00 00 Value_0).tif
05/08/07,4.57,Inundation Boundary (05AUG2007 00 00 00 Value_0).tif
06/08/07,4.17,Inundation Boundary (06AUG2007 00 00 00 Value_0).tif
07/08/07,3.8,Inundation Boundary (07AUG2007 00 00 00 Value_0).tif
08/08/07,6.675,Inundation Boundary (08AUG2007 00 00 00 Value_0).tif
09/08/07,6.3,Inundation Boundary (09AUG2007 00 00 00 Value_0).tif
10/08/07,4.55,Inundation Boundary (10AUG2007 00 00 00 Value_0).tif
11/08/07,3.925,Inundation Boundary (11AUG2007 00 00 00 Value_0).tif
12/08/07,3.73,Inundation Boundary (12AUG2007 00 00 00 Value_0).tif
13/08/07,3.63,Inundation Boundary (13AUG2007 00 00 00 Value_0).tif
14/08/07,3.56,Inundation Boundary (14AUG2007 00 00 00 Value_0).tif
15/08/07,3.56,Inundation Boundary (15AUG2007 00 00 00 Value_0).tif
16/08/07,3.47,Inundation Boundary (16AUG2007 00 00 00 Value_0).tif
17/08/07,3.37,Inundation Boundary (17AUG2007 00 00 00 Value_0).tif
18/08/07,3.34,Inundation Boundary (18AUG2007 00 00 00 Value_0).tif
19/08/07,3.33,Inundation Boundary (19AUG2007 00 00 00 Value_0).tif
20/08/07,3.32,Inundation Boundary (20AUG2007 00 00 00 Value_0).tif
21/08/07,3.34,Inundation Boundary (21AUG2007 00 00 00 Value_0).tif
22/08/07,3.41,Inundation Boundary (22AUG2007 00 00 00 Value_0).tif
23/08/07,3.61,Inundation Boundary (23AUG2007 00 00 00 Value_0).tif
24/08/07,4.125,Inundation Boundary (24AUG2007 00 00 00 Value_0).tif
25/08/07,3.91,Inundation Boundary (25AUG2007 00 00 00 Value_0).tif
26/08/07,3.67,Inundation Boundary (26AUG2007 00 00 00 Value_0).tif
27/08/07,3.68,Inundation Boundary (27AUG2007 00 00 00 Value_0).tif
28/08/07,3.64,Inundation Boundary (28AUG2007 00 00 00 Value_0).tif
29/08/07,4.005,Inundation Boundary (29AUG2007 00 00 00 Value_0).tif
30/08/07,4.015,Inundation Boundary (30AUG2007 00 00 00 Value_0).tif
31/08/07,3.905,Inundation Boundary (31AUG2007 00 00 00 Value_0).tif
01/09/07,3.62,Inundation Boundary (01SEP2007 00 00 00 Value_0).tif
02/09/07,3.55,Inundation Boundary (02SEP2007 00 00 00 Value_0).tif
03/09/07,3.67,Inundation Boundary (03SEP2007 00 00 00 Value_0).tif
04/09/07,3.83,Inundation Boundary (04SEP2007 00 00 00 Value_0).tif
05/09/07,3.63,Inundation Boundary (05SEP2007 00 00 00 Value_0).tif
06/09/07,3.68,Inundation Boundary (06SEP2007 00 00 00 Value_0).tif
07/09/07,5.94,Inundation Boundary (07SEP2007 00 00 00 Value_0).tif
08/09/07,4.415,Inundation Boundary (08SEP2007 00 00 00 Value_0).tif
09/09/07,4.46,Inundation Boundary (09SEP2007 00 00 00 Value_0).tif
10/09/07,4.56,Inundation Boundary (10SEP2007 00 00 00 Value_0).tif
11/09/07,4.055,Inundation Boundary (11SEP2007 00 00 00 Value_0).tif
12/09/07,3.785,Inundation Boundary (12SEP2007 00 00 00 Value_0).tif
13/09/07,3.605,Inundation Boundary (13SEP2007 00 00 00 Value_0).tif
14/09/07,3.615,Inundation Boundary (14SEP2007 00 00 00 Value_0).tif
15/09/07,3.61,Inundation Boundary (15SEP2007 00 00 00 Value_0).tif
16/09/07,3.57,Inundation Boundary (16SEP2007 00 00 00 Value_0).tif
17/09/07,3.45,Inundation Boundary (17SEP2007 00 00 00 Value_0).tif
18/09/07,3.39,Inundation Boundary (18SEP2007 00 00 00 Value_0).tif
19/09/07,3.375,Inundation Boundary (19SEP2007 00 00 00 Value_0).tif
20/09/07,3.3,Inundation Boundary (20SEP2007 00 00 00 Value_0).tif
21/09/07,3.485,Inundation Boundary (21SEP2007 00 00 00 Value_0).tif
22/09/07,3.51,Inundation Boundary (22SEP2007 00 00 00 Value_0).tif
23/09/07,3.64,Inundation Boundary (23SEP2007 00 00 00 Value_0).tif
24/09/07,3.575,Inundation Boundary (24SEP2007 00 00 00 Value_0).tif
25/09/07,3.375,Inundation Boundary (25SEP2007 00 00 00 Value_0).tif
26/09/07,3.315,Inundation Boundary (26SEP2007 00 00 00 Value_0).tif
27/09/07,3.215,Inundation Boundary (27SEP2007 00 00 00 Value_0).tif
28/09/07,3.15,Inundation Boundary (28SEP2007 00 00 00 Value_0).tif
29/09/07,3.21,Inundation Boundary (29SEP2007 00 00 00 Value_0).tif
30/09/07,3.16,Inundation Boundary (30SEP2007 00 00 00 Value_0).tif
01/06/08,2.31,Inundation Boundary (01JUN2008 00 00 00 Value_0).tif
02/06/08,2.42,Inundation Boundary (02JUN2008 00 00 00 Value_0).tif
03/06/08,2.43,Inundation Boundary (03JUN2008 00 00 00 Value_0).tif
04/06/08,2.45,Inundation Boundary (04JUN2008 00 00 00 Value_0).tif
05/06/08,2.46,Inundation Boundary (05JUN2008 00 00 00 Value_0).tif
06/06/08,2.47,Inundation Boundary (06JUN2008 00 00 00 Value_0).tif
07/06/08,2.48,Inundation Boundary (07JUN2008 00 00 00 Value_0).tif
08/06/08,2.5,Inundation Boundary (08JUN2008 00 00 00 Value_0).tif
09/06/08,2.51,Inundation Boundary (09JUN2008 00 00 00 Value_0).tif
10/06/08,2.52,Inundation Boundary (10JUN2008 00 00 00 Value_0).tif
11/06/08,2.52,Inundation Boundary (11JUN2008 00 00 00 Value_0).tif
12/06/08,2.56,Inundation Boundary (12JUN2008 00 00 00 Value_0).tif
13/06/08,2.57,Inundation Boundary (13JUN2008 00 00 00 Value_0).tif
14/06/08,2.78,Inundation Boundary (14JUN2008 00 00 00 Value_0).tif
15/06/08,2.7,Inundation Boundary (15JUN2008 00 00 00 Value_0).tif
16/06/08,2.6,Inundation Boundary (16JUN2008 00 00 00 Value_0).tif
17/06/08,2.59,Inundation Boundary (17JUN2008 00 00 00 Value_0).tif
18/06/08,2.64,Inundation Boundary (18JUN2008 00 00 00 Value_0).tif
19/06/08,2.66,Inundation Boundary (19JUN2008 00 00 00 Value_0).tif
20/06/08,2.66,Inundation Boundary (20JUN2008 00 00 00 Value_0).tif
21/06/08,2.77,Inundation Boundary (21JUN2008 00 00 00 Value_0).tif
22/06/08,2.83,Inundation Boundary (22JUN2008 00 00 00 Value_0).tif
23/06/08,3.01,Inundation Boundary (23JUN2008 00 00 00 Value_0).tif
24/06/08,3.425,Inundation Boundary (24JUN2008 00 00 00 Value_0).tif
25/06/08,3.43,Inundation Boundary (25JUN2008 00 00 00 Value_0).tif
26/06/08,3.28,Inundation Boundary (26JUN2008 00 00 00 Value_0).tif
27/06/08,3.2,Inundation Boundary (27JUN2008 00 00 00 Value_0).tif
28/06/08,3.13,Inundation Boundary (28JUN2008 00 00 00 Value_0).tif
29/06/08,3.1,Inundation Boundary (29JUN2008 00 00 00 Value_0).tif
30/06/08,3.405,Inundation Boundary (30JUN2008 00 00 00 Value_0).tif
01/07/08,4.39,Inundation Boundary (01JUL2008 00 00 00 Value_0).tif
02/07/08,4.14,Inundation Boundary (02JUL2008 00 00 00 Value_0).tif
03/07/08,3.76,Inundation Boundary (03JUL2008 00 00 00 Value_0).tif
04/07/08,3.365,Inundation Boundary (04JUL2008 00 00 00 Value_0).tif
05/07/08,3.195,Inundation Boundary (05JUL2008 00 00 00 Value_0).tif
06/07/08,3.12,Inundation Boundary (06JUL2008 00 00 00 Value_0).tif
07/07/08,3.05,Inundation Boundary (07JUL2008 00 00 00 Value_0).tif
08/07/08,3.05,Inundation Boundary (08JUL2008 00 00 00 Value_0).tif
09/07/08,3.07,Inundation Boundary (09JUL2008 00 00 00 Value_0).tif
10/07/08,3.55,Inundation Boundary (10JUL2008 00 00 00 Value_0).tif
11/07/08,4.74,Inundation Boundary (11JUL2008 00 00 00 Value_0).tif
12/07/08,4.8,Inundation Boundary (12JUL2008 00 00 00 Value_0).tif
13/07/08,4.24,Inundation Boundary (13JUL2008 00 00 00 Value_0).tif
14/07/08,3.93,Inundation Boundary (14JUL2008 00 00 00 Value_0).tif
15/07/08,3.745,Inundation Boundary (15JUL2008 00 00 00 Value_0).tif
16/07/08,3.535,Inundation Boundary (16JUL2008 00 00 00 Value_0).tif
17/07/08,3.36,Inundation Boundary (17JUL2008 00 00 00 Value_0).tif
18/07/08,3.26,Inundation Boundary (18JUL2008 00 00 00 Value_0).tif
19/07/08,3.18,Inundation Boundary (19JUL2008 00 00 00 Value_0).tif
20/07/08,3.12,Inundation Boundary (20JUL2008 00 00 00 Value_0).tif
21/07/08,3.08,Inundation Boundary (21JUL2008 00 00 00 Value_0).tif
22/07/08,3.07,Inundation Boundary (22JUL2008 00 00 00 Value_0).tif
23/07/08,3.04,Inundation Boundary (23JUL2008 00 00 00 Value_0).tif
24/07/08,3.09,Inundation Boundary (24JUL2008 00 00 00 Value_0).tif
25/07/08,3.28,Inundation Boundary (25JUL2008 00 00 00 Value_0).tif
26/07/08,3.2,Inundation Boundary (26JUL2008 00 00 00 Value_0).tif
27/07/08,3.33,Inundation Boundary (27JUL2008 00 00 00 Value_0).tif
28/07/08,3.435,Inundation Boundary (28JUL2008 00 00 00 Value_0).tif
29/07/08,3.47,Inundation Boundary (29JUL2008 00 00 00 Value_0).tif
30/07/08,3.45,Inundation Boundary (30JUL2008 00 00 00 Value_0).tif
31/07/08,3.55,Inundation Boundary (31JUL2008 00 00 00 Value_0).tif
01/08/08,4,Inundation Boundary (01AUG2008 00 00 00 Value_0).tif
02/08/08,7.99,Inundation Boundary (02AUG2008 00 00 00 Value_0).tif
03/08/08,7.7,Inundation Boundary (03AUG2008 00 00 00 Value_0).tif
04/08/08,5.63,Inundation Boundary (04AUG2008 00 00 00 Value_0).tif
05/08/08,4.96,Inundation Boundary (05AUG2008 00 00 00 Value_0).tif
06/08/08,4.665,Inundation Boundary (06AUG2008 00 00 00 Value_0).tif
07/08/08,4.81,Inundation Boundary (07AUG2008 00 00 00 Value_0).tif
08/08/08,4.58,Inundation Boundary (08AUG2008 00 00 00 Value_0).tif
09/08/08,4.1,Inundation Boundary (09AUG2008 00 00 00 Value_0).tif
10/08/08,4.05,Inundation Boundary (10AUG2008 00 00 00 Value_0).tif
11/08/08,4.27,Inundation Boundary (11AUG2008 00 00 00 Value_0).tif
12/08/08,5.625,Inundation Boundary (12AUG2008 00 00 00 Value_0).tif
13/08/08,5.98,Inundation Boundary (13AUG2008 00 00 00 Value_0).tif
14/08/08,5.15,Inundation Boundary (14AUG2008 00 00 00 Value_0).tif
15/08/08,4.6,Inundation Boundary (15AUG2008 00 00 00 Value_0).tif
16/08/08,4.22,Inundation Boundary (16AUG2008 00 00 00 Value_0).tif
17/08/08,3.98,Inundation Boundary (17AUG2008 00 00 00 Value_0).tif
18/08/08,3.73,Inundation Boundary (18AUG2008 00 00 00 Value_0).tif
19/08/08,3.525,Inundation Boundary (19AUG2008 00 00 00 Value_0).tif
20/08/08,3.34,Inundation Boundary (20AUG2008 00 00 00 Value_0).tif
21/08/08,3.28,Inundation Boundary (21AUG2008 00 00 00 Value_0).tif
22/08/08,3.24,Inundation Boundary (22AUG2008 00 00 00 Value_0).tif
23/08/08,3.21,Inundation Boundary (23AUG2008 00 00 00 Value_0).tif
24/08/08,3.18,Inundation Boundary (24AUG2008 00 00 00 Value_0).tif
25/08/08,3.22,Inundation Boundary (25AUG2008 00 00 00 Value_0).tif
26/08/08,3.25,Inundation Boundary (26AUG2008 00 00 00 Value_0).tif
27/08/08,3.365,Inundation Boundary (27AUG2008 00 00 00 Value_0).tif
28/08/08,3.61,Inundation Boundary (28AUG2008 00 00 00 Value_0).tif
29/08/08,3.395,Inundation Boundary (29AUG2008 00 00 00 Value_0).tif
30/08/08,3.35,Inundation Boundary (30AUG2008 00 00 00 Value_0).tif
31/08/08,3.31,Inundation Boundary (31AUG2008 00 00 00 Value_0).tif
01/09/08,3.24,Inundation Boundary (01SEP2008 00 00 00 Value_0).tif
02/09/08,3.18,Inundation Boundary (02SEP2008 00 00 00 Value_0).tif
03/09/08,3.18,Inundation Boundary (03SEP2008 00 00 00 Value_0).tif
04/09/08,3.16,Inundation Boundary (04SEP2008 00 00 00 Value_0).tif
05/09/08,3.18,Inundation Boundary (05SEP2008 00 00 00 Value_0).tif
06/09/08,3.19,Inundation Boundary (06SEP2008 00 00 00 Value_0).tif
07/09/08,3.14,Inundation Boundary (07SEP2008 00 00 00 Value_0).tif
08/09/08,3.15,Inundation Boundary (08SEP2008 00 00 00 Value_0).tif
09/09/08,3.3,Inundation Boundary (09SEP2008 00 00 00 Value_0).tif
10/09/08,3.235,Inundation Boundary (10SEP2008 00 00 00 Value_0).tif
11/09/08,3.17,Inundation Boundary (11SEP2008 00 00 00 Value_0).tif
12/09/08,3.285,Inundation Boundary (12SEP2008 00 00 00 Value_0).tif
13/09/08,3.21,Inundation Boundary (13SEP2008 00 00 00 Value_0).tif
14/09/08,3.16,Inundation Boundary (14SEP2008 00 00 00 Value_0).tif
15/09/08,3.09,Inundation Boundary (15SEP2008 00 00 00 Value_0).tif
16/09/08,3.09,Inundation Boundary (16SEP2008 00 00 00 Value_0).tif
17/09/08,3.05,Inundation Boundary (17SEP2008 00 00 00 Value_0).tif
18/09/08,2.98,Inundation Boundary (18SEP2008 00 00 00 Value_0).tif
19/09/08,3.11,Inundation Boundary (19SEP2008 00 00 00 Value_0).tif
20/09/08,3.34,Inundation Boundary (20SEP2008 00 00 00 Value_0).tif
21/09/08,3.46,Inundation Boundary (21SEP2008 00 00 00 Value_0).tif
22/09/08,3.6,Inundation Boundary (22SEP2008 00 00 00 Value_0).tif
23/09/08,3.445,Inundation Boundary (23SEP2008 00 00 00 Value_0).tif
24/09/08,3.36,Inundation Boundary (24SEP2008 00 00 00 Value_0).tif
25/09/08,3.31,Inundation Boundary (25SEP2008 00 00 00 Value_0).tif
26/09/08,3.25,Inundation Boundary (26SEP2008 00 00 00 Value_0).tif
27/09/08,3.21,Inundation Boundary (27SEP2008 00 00 00 Value_0).tif
28/09/08,3.15,Inundation Boundary (28SEP2008 00 00 00 Value_0).tif
29/09/08,3.13,Inundation Boundary (29SEP2008 00 00 00 Value_0).tif
30/09/08,3.11,Inundation Boundary (30SEP2008 00 00 00 Value_0).tif
01/06/09,2.62,Inundation Boundary (01JUN2009 00 00 00 Value_0).tif
02/06/09,2.58,Inundation Boundary (02JUN2009 00 00 00 Value_0).tif
03/06/09,2.58,Inundation Boundary (03JUN2009 00 00 00 Value_0).tif
04/06/09,2.58,Inundation Boundary (04JUN2009 00 00 00 Value_0).tif
05/06/09,2.52,Inundation Boundary (05JUN2009 00 00 00 Value_0).tif
06/06/09,2.5,Inundation Boundary (06JUN2009 00 00 00 Value_0).tif
07/06/09,2.43,Inundation Boundary (07JUN2009 00 00 00 Value_0).tif
08/06/09,2.41,Inundation Boundary (08JUN2009 00 00 00 Value_0).tif
09/06/09,2.43,Inundation Boundary (09JUN2009 00 00 00 Value_0).tif
10/06/09,2.4,Inundation Boundary (10JUN2009 00 00 00 Value_0).tif
11/06/09,2.42,Inundation Boundary (11JUN2009 00 00 00 Value_0).tif
12/06/09,2.55,Inundation Boundary (12JUN2009 00 00 00 Value_0).tif
13/06/09,2.72,Inundation Boundary (13JUN2009 00 00 00 Value_0).tif
14/06/09,2.8,Inundation Boundary (14JUN2009 00 00 00 Value_0).tif
15/06/09,2.7,Inundation Boundary (15JUN2009 00 00 00 Value_0).tif
16/06/09,2.54,Inundation Boundary (16JUN2009 00 00 00 Value_0).tif
17/06/09,2.42,Inundation Boundary (17JUN2009 00 00 00 Value_0).tif
18/06/09,2.36,Inundation Boundary (18JUN2009 00 00 00 Value_0).tif
19/06/09,2.37,Inundation Boundary (19JUN2009 00 00 00 Value_0).tif
20/06/09,2.35,Inundation Boundary (20JUN2009 00 00 00 Value_0).tif
21/06/09,2.42,Inundation Boundary (21JUN2009 00 00 00 Value_0).tif
22/06/09,2.49,Inundation Boundary (22JUN2009 00 00 00 Value_0).tif
23/06/09,2.5,Inundation Boundary (23JUN2009 00 00 00 Value_0).tif
24/06/09,2.44,Inundation Boundary (24JUN2009 00 00 00 Value_0).tif
25/06/09,2.39,Inundation Boundary (25JUN2009 00 00 00 Value_0).tif
26/06/09,2.36,Inundation Boundary (26JUN2009 00 00 00 Value_0).tif
27/06/09,2.47,Inundation Boundary (27JUN2009 00 00 00 Value_0).tif
28/06/09,2.44,Inundation Boundary (28JUN2009 00 00 00 Value_0).tif
29/06/09,2.39,Inundation Boundary (29JUN2009 00 00 00 Value_0).tif
30/06/09,2.32,Inundation Boundary (30JUN2009 00 00 00 Value_0).tif
01/07/09,2.26,Inundation Boundary (01JUL2009 00 00 00 Value_0).tif
02/07/09,2.24,Inundation Boundary (02JUL2009 00 00 00 Value_0).tif
03/07/09,2.21,Inundation Boundary (03JUL2009 00 00 00 Value_0).tif
04/07/09,2.21,Inundation Boundary (04JUL2009 00 00 00 Value_0).tif
05/07/09,2.34,Inundation Boundary (05JUL2009 00 00 00 Value_0).tif
06/07/09,2.43,Inundation Boundary (06JUL2009 00 00 00 Value_0).tif
07/07/09,2.46,Inundation Boundary (07JUL2009 00 00 00 Value_0).tif
08/07/09,3,Inundation Boundary (08JUL2009 00 00 00 Value_0).tif
09/07/09,2.95,Inundation Boundary (09JUL2009 00 00 00 Value_0).tif
10/07/09,3.44,Inundation Boundary (10JUL2009 00 00 00 Value_0).tif
11/07/09,3.16,Inundation Boundary (11JUL2009 00 00 00 Value_0).tif
12/07/09,2.99,Inundation Boundary (12JUL2009 00 00 00 Value_0).tif
13/07/09,3.06,Inundation Boundary (13JUL2009 00 00 00 Value_0).tif
14/07/09,2.95,Inundation Boundary (14JUL2009 00 00 00 Value_0).tif
15/07/09,3.04,Inundation Boundary (15JUL2009 00 00 00 Value_0).tif
16/07/09,3.08,Inundation Boundary (16JUL2009 00 00 00 Value_0).tif
17/07/09,4.71,Inundation Boundary (17JUL2009 00 00 00 Value_0).tif
18/07/09,4.16,Inundation Boundary (18JUL2009 00 00 00 Value_0).tif
19/07/09,3.69,Inundation Boundary (19JUL2009 00 00 00 Value_0).tif
20/07/09,3.4,Inundation Boundary (20JUL2009 00 00 00 Value_0).tif
21/07/09,3.33,Inundation Boundary (21JUL2009 00 00 00 Value_0).tif
22/07/09,6.55,Inundation Boundary (22JUL2009 00 00 00 Value_0).tif
23/07/09,10.64,Inundation Boundary (23JUL2009 00 00 00 Value_0).tif
24/07/09,7.27,Inundation Boundary (24JUL2009 00 00 00 Value_0).tif
25/07/09,4.865,Inundation Boundary (25JUL2009 00 00 00 Value_0).tif
26/07/09,3.98,Inundation Boundary (26JUL2009 00 00 00 Value_0).tif
27/07/09,3.58,Inundation Boundary (27JUL2009 00 00 00 Value_0).tif
28/07/09,3.32,Inundation Boundary (28JUL2009 00 00 00 Value_0).tif
29/07/09,3.27,Inundation Boundary (29JUL2009 00 00 00 Value_0).tif
30/07/09,3.07,Inundation Boundary (30JUL2009 00 00 00 Value_0).tif
31/07/09,3.04,Inundation Boundary (31JUL2009 00 00 00 Value_0).tif
01/08/09,2.94,Inundation Boundary (01AUG2009 00 00 00 Value_0).tif
02/08/09,2.85,Inundation Boundary (02AUG2009 00 00 00 Value_0).tif
03/08/09,2.72,Inundation Boundary (03AUG2009 00 00 00 Value_0).tif
04/08/09,2.69,Inundation Boundary (04AUG2009 00 00 00 Value_0).tif
05/08/09,2.77,Inundation Boundary (05AUG2009 00 00 00 Value_0).tif
06/08/09,2.72,Inundation Boundary (06AUG2009 00 00 00 Value_0).tif
07/08/09,2.7,Inundation Boundary (07AUG2009 00 00 00 Value_0).tif
08/08/09,2.73,Inundation Boundary (08AUG2009 00 00 00 Value_0).tif
09/08/09,2.72,Inundation Boundary (09AUG2009 00 00 00 Value_0).tif
10/08/09,2.68,Inundation Boundary (10AUG2009 00 00 00 Value_0).tif
