Date,Mean_Gauge,filename
14/09/03,5.4,Inundation Boundary (14SEP2003 00 00 00 Value_0).tif
15/09/03,6.675,Inundation Boundary (15SEP2003 00 00 00 Value_0).tif
16/09/03,10.75,Inundation Boundary (16SEP2003 00 00 00 Value_0).tif
17/09/03,8.75,Inundation Boundary (17SEP2003 00 00 00 Value_0).tif
18/09/03,8.05,Inundation Boundary (18SEP2003 00 00 00 Value_0).tif
19/09/03,7.43,Inundation Boundary (19SEP2003 00 00 00 Value_0).tif
20/09/03,6.555,Inundation Boundary (20SEP2003 00 00 00 Value_0).tif
21/09/03,5.73,Inundation Boundary (21SEP2003 00 00 00 Value_0).tif
22/09/03,6.38,Inundation Boundary (22SEP2003 00 00 00 Value_0).tif
23/09/03,6.23,Inundation Boundary (23SEP2003 00 00 00 Value_0).tif
24/09/03,6.565,Inundation Boundary (24SEP2003 00 00 00 Value_0).tif
25/09/03,6.34,Inundation Boundary (25SEP2003 00 00 00 Value_0).tif
26/09/03,5.86,Inundation Boundary (26SEP2003 00 00 00 Value_0).tif
27/09/03,6.475,Inundation Boundary (27SEP2003 00 00 00 Value_0).tif
28/09/03,6.25,Inundation Boundary (28SEP2003 00 00 00 Value_0).tif
29/09/03,6.165,Inundation Boundary (29SEP2003 00 00 00 Value_0).tif
30/09/03,5.74,Inundation Boundary (30SEP2003 00 00 00 Value_0).tif
01/06/04,2.64,Inundation Boundary (01JUN2004 00 00 00 Value_0).tif
02/06/04,2.5,Inundation Boundary (02JUN2004 00 00 00 Value_0).tif
03/06/04,2.41,Inundation Boundary (03JUN2004 00 00 00 Value_0).tif
04/06/04,2.35,Inundation Boundary (04JUN2004 00 00 00 Value_0).tif
05/06/04,2.31,Inundation Boundary (05JUN2004 00 00 00 Value_0).tif
06/06/04,2.29,Inundation Boundary (06JUN2004 00 00 00 Value_0).tif
07/06/04,2.29,Inundation Boundary (07JUN2004 00 00 00 Value_0).tif
08/06/04,2.3,Inundation Boundary (08JUN2004 00 00 00 Value_0).tif
09/06/04,2.3,Inundation Boundary (09JUN2004 00 00 00 Value_0).tif
10/06/04,2.3,Inundation Boundary (10JUN2004 00 00 00 Value_0).tif
11/06/04,2.3,Inundation Boundary (11JUN2004 00 00 00 Value_0).tif
12/06/04,2.29,Inundation Boundary (12JUN2004 00 00 00 Value_0).tif
13/06/04,2.3,Inundation Boundary (13JUN2004 00 00 00 Value_0).tif
14/06/04,2.33,Inundation Boundary (14JUN2004 00 00 00 Value_0).tif
15/06/04,2.35,Inundation Boundary (15JUN2004 00 00 00 Value_0).tif
16/06/04,2.39,Inundation Boundary (16JUN2004 00 00 00 Value_0).tif
17/06/04,3.275,Inundation Boundary (17JUN2004 00 00 00 Value_0).tif
18/06/04,3.48,Inundation Boundary (18JUN2004 00 00 00 Value_0).tif
19/06/04,3.805,Inundation Boundary (19JUN2004 00 00 00 Value_0).tif
20/06/04,5.98,Inundation Boundary (20JUN2004 00 00 00 Value_0).tif
21/06/04,4.395,Inundation Boundary (21JUN2004 00 00 00 Value_0).tif
22/06/04,3.57,Inundation Boundary (22JUN2004 00 00 00 Value_0).tif
23/06/04,3.19,Inundation Boundary (23JUN2004 00 00 00 Value_0).tif
24/06/04,2.95,Inundation Boundary (24JUN2004 00 00 00 Value_0).tif
25/06/04,2.815,Inundation Boundary (25JUN2004 00 00 00 Value_0).tif
26/06/04,2.77,Inundation Boundary (26JUN2004 00 00 00 Value_0).tif
27/06/04,2.72,Inundation Boundary (27JUN2004 00 00 00 Value_0).tif
28/06/04,2.67,Inundation Boundary (28JUN2004 00 00 00 Value_0).tif
29/06/04,2.65,Inundation Boundary (29JUN2004 00 00 00 Value_0).tif
30/06/04,2.63,Inundation Boundary (30JUN2004 00 00 00 Value_0).tif
01/07/04,2.62,Inundation Boundary (01JUL2004 00 00 00 Value_0).tif
02/07/04,2.62,Inundation Boundary (02JUL2004 00 00 00 Value_0).tif
03/07/04,2.66,Inundation Boundary (03JUL2004 00 00 00 Value_0).tif
04/07/04,2.64,Inundation Boundary (04JUL2004 00 00 00 Value_0).tif
05/07/04,2.7,Inundation Boundary (05JUL2004 00 00 00 Value_0).tif
06/07/04,3.03,Inundation Boundary (06JUL2004 00 00 00 Value_0).tif
07/07/04,2.96,Inundation Boundary (07JUL2004 00 00 00 Value_0).tif
08/07/04,2.88,Inundation Boundary (08JUL2004 00 00 00 Value_0).tif
09/07/04,2.805,Inundation Boundary (09JUL2004 00 00 00 Value_0).tif
10/07/04,2.76,Inundation Boundary (10JUL2004 00 00 00 Value_0).tif
11/07/04,2.75,Inundation Boundary (11JUL2004 00 00 00 Value_0).tif
12/07/04,2.74,Inundation Boundary (12JUL2004 00 00 00 Value_0).tif
13/07/04,2.73,Inundation Boundary (13JUL2004 00 00 00 Value_0).tif
14/07/04,2.71,Inundation Boundary (14JUL2004 00 00 00 Value_0).tif
15/07/04,2.69,Inundation Boundary (15JUL2004 00 00 00 Value_0).tif
16/07/04,2.67,Inundation Boundary (16JUL2004 00 00 00 Value_0).tif
17/07/04,2.72,Inundation Boundary (17JUL2004 00 00 00 Value_0).tif
18/07/04,3.24,Inundation Boundary (18JUL2004 00 00 00 Value_0).tif
19/07/04,3,Inundation Boundary (19JUL2004 00 00 00 Value_0).tif
20/07/04,2.95,Inundation Boundary (20JUL2004 00 00 00 Value_0).tif
21/07/04,2.9,Inundation Boundary (21JUL2004 00 00 00 Value_0).tif
22/07/04,2.84,Inundation Boundary (22JUL2004 00 00 00 Value_0).tif
23/07/04,2.81,Inundation Boundary (23JUL2004 00 00 00 Value_0).tif
24/07/04,2.79,Inundation Boundary (24JUL2004 00 00 00 Value_0).tif
25/07/04,2.93,Inundation Boundary (25JUL2004 00 00 00 Value_0).tif
26/07/04,3.095,Inundation Boundary (26JUL2004 00 00 00 Value_0).tif
27/07/04,3.185,Inundation Boundary (27JUL2004 00 00 00 Value_0).tif
28/07/04,3.58,Inundation Boundary (28JUL2004 00 00 00 Value_0).tif
29/07/04,3.05,Inundation Boundary (29JUL2004 00 00 00 Value_0).tif
30/07/04,3.15,Inundation Boundary (30JUL2004 00 00 00 Value_0).tif
31/07/04,4.55,Inundation Boundary (31JUL2004 00 00 00 Value_0).tif
01/08/04,4.77,Inundation Boundary (01AUG2004 00 00 00 Value_0).tif
02/08/04,4.2,Inundation Boundary (02AUG2004 00 00 00 Value_0).tif
03/08/04,4.035,Inundation Boundary (03AUG2004 00 00 00 Value_0).tif
04/08/04,3.61,Inundation Boundary (04AUG2004 00 00 00 Value_0).tif
05/08/04,3.415,Inundation Boundary (05AUG2004 00 00 00 Value_0).tif
06/08/04,3.25,Inundation Boundary (06AUG2004 00 00 00 Value_0).tif
07/08/04,3.315,Inundation Boundary (07AUG2004 00 00 00 Value_0).tif
08/08/04,3.63,Inundation Boundary (08AUG2004 00 00 00 Value_0).tif
09/08/04,3.93,Inundation Boundary (09AUG2004 00 00 00 Value_0).tif
10/08/04,4.63,Inundation Boundary (10AUG2004 00 00 00 Value_0).tif
11/08/04,4.94,Inundation Boundary (11AUG2004 00 00 00 Value_0).tif
12/08/04,4.58,Inundation Boundary (12AUG2004 00 00 00 Value_0).tif
13/08/04,4.23,Inundation Boundary (13AUG2004 00 00 00 Value_0).tif
14/08/04,4.01,Inundation Boundary (14AUG2004 00 00 00 Value_0).tif
15/08/04,4.82,Inundation Boundary (15AUG2004 00 00 00 Value_0).tif
16/08/04,7.6,Inundation Boundary (16AUG2004 00 00 00 Value_0).tif
17/08/04,7.39,Inundation Boundary (17AUG2004 00 00 00 Value_0).tif
18/08/04,7.07,Inundation Boundary (18AUG2004 00 00 00 Value_0).tif
19/08/04,6.44,Inundation Boundary (19AUG2004 00 00 00 Value_0).tif
20/08/04,5.075,Inundation Boundary (20AUG2004 00 00 00 Value_0).tif
21/08/04,5.38,Inundation Boundary (21AUG2004 00 00 00 Value_0).tif
22/08/04,7.24,Inundation Boundary (22AUG2004 00 00 00 Value_0).tif
23/08/04,11.31,Inundation Boundary (23AUG2004 00 00 00 Value_0).tif
24/08/04,11.01,Inundation Boundary (24AUG2004 00 00 00 Value_0).tif
25/08/04,9.3,Inundation Boundary (25AUG2004 00 00 00 Value_0).tif
26/08/04,7.42,Inundation Boundary (26AUG2004 00 00 00 Value_0).tif
27/08/04,5.93,Inundation Boundary (27AUG2004 00 00 00 Value_0).tif
28/08/04,5.32,Inundation Boundary (28AUG2004 00 00 00 Value_0).tif
29/08/04,4.68,Inundation Boundary (29AUG2004 00 00 00 Value_0).tif
30/08/04,4.37,Inundation Boundary (30AUG2004 00 00 00 Value_0).tif
31/08/04,4.26,Inundation Boundary (31AUG2004 00 00 00 Value_0).tif
01/09/04,4.18,Inundation Boundary (01SEP2004 00 00 00 Value_0).tif
02/09/04,3.965,Inundation Boundary (02SEP2004 00 00 00 Value_0).tif
03/09/04,3.685,Inundation Boundary (03SEP2004 00 00 00 Value_0).tif
04/09/04,3.59,Inundation Boundary (04SEP2004 00 00 00 Value_0).tif
05/09/04,3.54,Inundation Boundary (05SEP2004 00 00 00 Value_0).tif
06/09/04,3.504,Inundation Boundary (06SEP2004 00 00 00 Value_0).tif
07/09/04,3.44,Inundation Boundary (07SEP2004 00 00 00 Value_0).tif
08/09/04,3.37,Inundation Boundary (08SEP2004 00 00 00 Value_0).tif
09/09/04,3.33,Inundation Boundary (09SEP2004 00 00 00 Value_0).tif
10/09/04,3.28,Inundation Boundary (10SEP2004 00 00 00 Value_0).tif
11/09/04,3.25,Inundation Boundary (11SEP2004 00 00 00 Value_0).tif
12/09/04,3.27,Inundation Boundary (12SEP2004 00 00 00 Value_0).tif
13/09/04,3.26,Inundation Boundary (13SEP2004 00 00 00 Value_0).tif
14/09/04,3.24,Inundation Boundary (14SEP2004 00 00 00 Value_0).tif
15/09/04,3.23,Inundation Boundary (15SEP2004 00 00 00 Value_0).tif
16/09/04,3.22,Inundation Boundary (16SEP2004 00 00 00 Value_0).tif
17/09/04,3.615,Inundation Boundary (17SEP2004 00 00 00 Value_0).tif
18/09/04,3.795,Inundation Boundary (18SEP2004 00 00 00 Value_0).tif
19/09/04,3.51,Inundation Boundary (19SEP2004 00 00 00 Value_0).tif
20/09/04,3.375,Inundation Boundary (20SEP2004 00 00 00 Value_0).tif
21/09/04,3.33,Inundation Boundary (21SEP2004 00 00 00 Value_0).tif
22/09/04,3.34,Inundation Boundary (22SEP2004 00 00 00 Value_0).tif
23/09/04,3.445,Inundation Boundary (23SEP2004 00 00 00 Value_0).tif
24/09/04,3.48,Inundation Boundary (24SEP2004 00 00 00 Value_0).tif
25/09/04,3.53,Inundation Boundary (25SEP2004 00 00 00 Value_0).tif
26/09/04,3.42,Inundation Boundary (26SEP2004 00 00 00 Value_0).tif
27/09/04,3.57,Inundation Boundary (27SEP2004 00 00 00 Value_0).tif
28/09/04,3.45,Inundation Boundary (28SEP2004 00 00 00 Value_0).tif
29/09/04,3.325,Inundation Boundary (29SEP2004 00 00 00 Value_0).tif
30/09/04,3.215,Inundation Boundary (30SEP2004 00 00 00 Value_0).tif
01/06/05,2.76,Inundation Boundary (01JUN2005 00 00 00 Value_0).tif
02/06/05,2.7,Inundation Boundary (02JUN2005 00 00 00 Value_0).tif
03/06/05,2.6,Inundation Boundary (03JUN2005 00 00 00 Value_0).tif
04/06/05,2.55,Inundation Boundary (04JUN2005 00 00 00 Value_0).tif
05/06/05,2.52,Inundation Boundary (05JUN2005 00 00 00 Value_0).tif
06/06/05,2.5,Inundation Boundary (06JUN2005 00 00 00 Value_0).tif
07/06/05,2.42,Inundation Boundary (07JUN2005 00 00 00 Value_0).tif
08/06/05,2.37,Inundation Boundary (08JUN2005 00 00 00 Value_0).tif
09/06/05,2.34,Inundation Boundary (09JUN2005 00 00 00 Value_0).tif
10/06/05,2.38,Inundation Boundary (10JUN2005 00 00 00 Value_0).tif
11/06/05,2.26,Inundation Boundary (11JUN2005 00 00 00 Value_0).tif
12/06/05,2.19,Inundation Boundary (12JUN2005 00 00 00 Value_0).tif
13/06/05,2.33,Inundation Boundary (13JUN2005 00 00 00 Value_0).tif
14/06/05,2.46,Inundation Boundary (14JUN2005 00 00 00 Value_0).tif
15/06/05,2.47,Inundation Boundary (15JUN2005 00 00 00 Value_0).tif
16/06/05,2.48,Inundation Boundary (16JUN2005 00 00 00 Value_0).tif
17/06/05,2.5,Inundation Boundary (17JUN2005 00 00 00 Value_0).tif
18/06/05,2.5,Inundation Boundary (18JUN2005 00 00 00 Value_0).tif
19/06/05,2.51,Inundation Boundary (19JUN2005 00 00 00 Value_0).tif
20/06/05,2.49,Inundation Boundary (20JUN2005 00 00 00 Value_0).tif
21/06/05,2.405,Inundation Boundary (21JUN2005 00 00 00 Value_0).tif
22/06/05,2.355,Inundation Boundary (22JUN2005 00 00 00 Value_0).tif
23/06/05,2.255,Inundation Boundary (23JUN2005 00 00 00 Value_0).tif
24/06/05,2.21,Inundation Boundary (24JUN2005 00 00 00 Value_0).tif
25/06/05,2.315,Inundation Boundary (25JUN2005 00 00 00 Value_0).tif
26/06/05,2.24,Inundation Boundary (26JUN2005 00 00 00 Value_0).tif
27/06/05,2.75,Inundation Boundary (27JUN2005 00 00 00 Value_0).tif
28/06/05,4.795,Inundation Boundary (28JUN2005 00 00 00 Value_0).tif
29/06/05,3.65,Inundation Boundary (29JUN2005 00 00 00 Value_0).tif
30/06/05,3.02,Inundation Boundary (30JUN2005 00 00 00 Value_0).tif
01/07/05,2.73,Inundation Boundary (01JUL2005 00 00 00 Value_0).tif
02/07/05,2.555,Inundation Boundary (02JUL2005 00 00 00 Value_0).tif
03/07/05,2.55,Inundation Boundary (03JUL2005 00 00 00 Value_0).tif
04/07/05,3.23,Inundation Boundary (04JUL2005 00 00 00 Value_0).tif
05/07/05,9.67,Inundation Boundary (05JUL2005 00 00 00 Value_0).tif
06/07/05,12,Inundation Boundary (06JUL2005 00 00 00 Value_0).tif
07/07/05,10.12,Inundation Boundary (07JUL2005 00 00 00 Value_0).tif
08/07/05,8.275,Inundation Boundary (08JUL2005 00 00 00 Value_0).tif
09/07/05,7.45,Inundation Boundary (09JUL2005 00 00 00 Value_0).tif
10/07/05,6.6,Inundation Boundary (10JUL2005 00 00 00 Value_0).tif
11/07/05,6.475,Inundation Boundary (11JUL2005 00 00 00 Value_0).tif
12/07/05,6.59,Inundation Boundary (12JUL2005 00 00 00 Value_0).tif
13/07/05,7.465,Inundation Boundary (13JUL2005 00 00 00 Value_0).tif
14/07/05,6.25,Inundation Boundary (14JUL2005 00 00 00 Value_0).tif
15/07/05,5.205,Inundation Boundary (15JUL2005 00 00 00 Value_0).tif
16/07/05,5.095,Inundation Boundary (16JUL2005 00 00 00 Value_0).tif
17/07/05,5.7,Inundation Boundary (17JUL2005 00 00 00 Value_0).tif
18/07/05,5.555,Inundation Boundary (18JUL2005 00 00 00 Value_0).tif
19/07/05,5.375,Inundation Boundary (19JUL2005 00 00 00 Value_0).tif
20/07/05,4.92,Inundation Boundary (20JUL2005 00 00 00 Value_0).tif
21/07/05,4.58,Inundation Boundary (21JUL2005 00 00 00 Value_0).tif
22/07/05,4.23,Inundation Boundary (22JUL2005 00 00 00 Value_0).tif
23/07/05,4.035,Inundation Boundary (23JUL2005 00 00 00 Value_0).tif
24/07/05,3.89,Inundation Boundary (24JUL2005 00 00 00 Value_0).tif
25/07/05,4.47,Inundation Boundary (25JUL2005 00 00 00 Value_0).tif
26/07/05,5.58,Inundation Boundary (26JUL2005 00 00 00 Value_0).tif
27/07/05,4.95,Inundation Boundary (27JUL2005 00 00 00 Value_0).tif
28/07/05,6.47,Inundation Boundary (28JUL2005 00 00 00 Value_0).tif
29/07/05,6.51,Inundation Boundary (29JUL2005 00 00 00 Value_0).tif
30/07/05,5.895,Inundation Boundary (30JUL2005 00 00 00 Value_0).tif
31/07/05,5.01,Inundation Boundary (31JUL2005 00 00 00 Value_0).tif
01/08/05,7.635,Inundation Boundary (01AUG2005 00 00 00 Value_0).tif
02/08/05,10.21,Inundation Boundary (02AUG2005 00 00 00 Value_0).tif
03/08/05,8.685,Inundation Boundary (03AUG2005 00 00 00 Value_0).tif
04/08/05,7.865,Inundation Boundary (04AUG2005 00 00 00 Value_0).tif
05/08/05,6.33,Inundation Boundary (05AUG2005 00 00 00 Value_0).tif
06/08/05,5.155,Inundation Boundary (06AUG2005 00 00 00 Value_0).tif
07/08/05,6.69,Inundation Boundary (07AUG2005 00 00 00 Value_0).tif
08/08/05,8.905,Inundation Boundary (08AUG2005 00 00 00 Value_0).tif
09/08/05,9.33,Inundation Boundary (09AUG2005 00 00 00 Value_0).tif
10/08/05,7.865,Inundation Boundary (10AUG2005 00 00 00 Value_0).tif
11/08/05,6.23,Inundation Boundary (11AUG2005 00 00 00 Value_0).tif
12/08/05,4.945,Inundation Boundary (12AUG2005 00 00 00 Value_0).tif
13/08/05,4.51,Inundation Boundary (13AUG2005 00 00 00 Value_0).tif
14/08/05,4.27,Inundation Boundary (14AUG2005 00 00 00 Value_0).tif
15/08/05,4.04,Inundation Boundary (15AUG2005 00 00 00 Value_0).tif
16/08/05,3.85,Inundation Boundary (16AUG2005 00 00 00 Value_0).tif
17/08/05,3.8,Inundation Boundary (17AUG2005 00 00 00 Value_0).tif
18/08/05,4.755,Inundation Boundary (18AUG2005 00 00 00 Value_0).tif
19/08/05,6.64,Inundation Boundary (19AUG2005 00 00 00 Value_0).tif
20/08/05,5.595,Inundation Boundary (20AUG2005 00 00 00 Value_0).tif
21/08/05,5.43,Inundation Boundary (21AUG2005 00 00 00 Value_0).tif
22/08/05,8.16,Inundation Boundary (22AUG2005 00 00 00 Value_0).tif
23/08/05,8.65,Inundation Boundary (23AUG2005 00 00 00 Value_0).tif
24/08/05,9.07,Inundation Boundary (24AUG2005 00 00 00 Value_0).tif
25/08/05,8.425,Inundation Boundary (25AUG2005 00 00 00 Value_0).tif
26/08/05,6.31,Inundation Boundary (26AUG2005 00 00 00 Value_0).tif
27/08/05,5.07,Inundation Boundary (27AUG2005 00 00 00 Value_0).tif
28/08/05,4.67,Inundation Boundary (28AUG2005 00 00 00 Value_0).tif
29/08/05,4.465,Inundation Boundary (29AUG2005 00 00 00 Value_0).tif
30/08/05,4.28,Inundation Boundary (30AUG2005 00 00 00 Value_0).tif
31/08/05,4.165,Inundation Boundary (31AUG2005 00 00 00 Value_0).tif
01/09/05,3.895,Inundation Boundary (01SEP2005 00 00 00 Value_0).tif
02/09/05,3.62,Inundation Boundary (02SEP2005 00 00 00 Value_0).tif
03/09/05,3.525,Inundation Boundary (03SEP2005 00 00 00 Value_0).tif
04/09/05,3.49,Inundation Boundary (04SEP2005 00 00 00 Value_0).tif
05/09/05,3.58,Inundation Boundary (05SEP2005 00 00 00 Value_0).tif
06/09/05,3.795,Inundation Boundary (06SEP2005 00 00 00 Value_0).tif
07/09/05,3.805,Inundation Boundary (07SEP2005 00 00 00 Value_0).tif
08/09/05,4.24,Inundation Boundary (08SEP2005 00 00 00 Value_0).tif
09/09/05,3.985,Inundation Boundary (09SEP2005 00 00 00 Value_0).tif
10/09/05,3.82,Inundation Boundary (10SEP2005 00 00 00 Value_0).tif
11/09/05,3.66,Inundation Boundary (11SEP2005 00 00 00 Value_0).tif
12/09/05,3.65,Inundation Boundary (12SEP2005 00 00 00 Value_0).tif
13/09/05,3.755,Inundation Boundary (13SEP2005 00 00 00 Value_0).tif
14/09/05,3.8,Inundation Boundary (14SEP2005 00 00 00 Value_0).tif
15/09/05,6.375,Inundation Boundary (15SEP2005 00 00 00 Value_0).tif
16/09/05,8.225,Inundation Boundary (16SEP2005 00 00 00 Value_0).tif
17/09/05,10.38,Inundation Boundary (17SEP2005 00 00 00 Value_0).tif
18/09/05,8.53,Inundation Boundary (18SEP2005 00 00 00 Value_0).tif
19/09/05,6.71,Inundation Boundary (19SEP2005 00 00 00 Value_0).tif
20/09/05,6.055,Inundation Boundary (20SEP2005 00 00 00 Value_0).tif
21/09/05,6.26,Inundation Boundary (21SEP2005 00 00 00 Value_0).tif
22/09/05,5.45,Inundation Boundary (22SEP2005 00 00 00 Value_0).tif
23/09/05,4.905,Inundation Boundary (23SEP2005 00 00 00 Value_0).tif
24/09/05,4.605,Inundation Boundary (24SEP2005 00 00 00 Value_0).tif
25/09/05,4.34,Inundation Boundary (25SEP2005 00 00 00 Value_0).tif
26/09/05,4.03,Inundation Boundary (26SEP2005 00 00 00 Value_0).tif
27/09/05,4.01,Inundation Boundary (27SEP2005 00 00 00 Value_0).tif
28/09/05,4.05,Inundation Boundary (28SEP2005 00 00 00 Value_0).tif
29/09/05,3.99,Inundation Boundary (29SEP2005 00 00 00 Value_0).tif
30/09/05,3.925,Inundation Boundary (30SEP2005 00 00 00 Value_0).tif
01/06/06,2.33,Inundation Boundary (01JUN2006 00 00 00 Value_0).tif
02/06/06,2.35,Inundation Boundary (02JUN2006 00 00 00 Value_0).tif
03/06/06,2.37,Inundation Boundary (03JUN2006 00 00 00 Value_0).tif
04/06/06,2.39,Inundation Boundary (04JUN2006 00 00 00 Value_0).tif
05/06/06,2.46,Inundation Boundary (05JUN2006 00 00 00 Value_0).tif
06/06/06,2.45,Inundation Boundary (06JUN2006 00 00 00 Value_0).tif
07/06/06,2.39,Inundation Boundary (07JUN2006 00 00 00 Value_0).tif
08/06/06,2.35,Inundation Boundary (08JUN2006 00 00 00 Value_0).tif
09/06/06,2.36,Inundation Boundary (09JUN2006 00 00 00 Value_0).tif
10/06/06,2.44,Inundation Boundary (10JUN2006 00 00 00 Value_0).tif
11/06/06,2.46,Inundation Boundary (11JUN2006 00 00 00 Value_0).tif
12/06/06,2.47,Inundation Boundary (12JUN2006 00 00 00 Value_0).tif
13/06/06,2.47,Inundation Boundary (13JUN2006 00 00 00 Value_0).tif
14/06/06,2.46,Inundation Boundary (14JUN2006 00 00 00 Value_0).tif
15/06/06,2.48,Inundation Boundary (15JUN2006 00 00 00 Value_0).tif
16/06/06,2.63,Inundation Boundary (16JUN2006 00 00 00 Value_0).tif
17/06/06,2.68,Inundation Boundary (17JUN2006 00 00 00 Value_0).tif
18/06/06,2.6,Inundation Boundary (18JUN2006 00 00 00 Value_0).tif
19/06/06,2.42,Inundation Boundary (19JUN2006 00 00 00 Value_0).tif
20/06/06,2.36,Inundation Boundary (20JUN2006 00 00 00 Value_0).tif
21/06/06,2.31,Inundation Boundary (21JUN2006 00 00 00 Value_0).tif
22/06/06,2.27,Inundation Boundary (22JUN2006 00 00 00 Value_0).tif
23/06/06,2.24,Inundation Boundary (23JUN2006 00 00 00 Value_0).tif
24/06/06,2.21,Inundation Boundary (24JUN2006 00 00 00 Value_0).tif
25/06/06,2.19,Inundation Boundary (25JUN2006 00 00 00 Value_0).tif
26/06/06,2.15,Inundation Boundary (26JUN2006 00 00 00 Value_0).tif
27/06/06,2.15,Inundation Boundary (27JUN2006 00 00 00 Value_0).tif
28/06/06,2.19,Inundation Boundary (28JUN2006 00 00 00 Value_0).tif
29/06/06,2.2,Inundation Boundary (29JUN2006 00 00 00 Value_0).tif
30/06/06,2.2,Inundation Boundary (30JUN2006 00 00 00 Value_0).tif
01/07/06,2.2,Inundation Boundary (01JUL2006 00 00 00 Value_0).tif
02/07/06,2.26,Inundation Boundary (02JUL2006 00 00 00 Value_0).tif
03/07/06,2.43,Inundation Boundary (03JUL2006 00 00 00 Value_0).tif
04/07/06,2.645,Inundation Boundary (04JUL2006 00 00 00 Value_0).tif
05/07/06,2.635,Inundation Boundary (05JUL2006 00 00 00 Value_0).tif
06/07/06,2.505,Inundation Boundary (06JUL2006 00 00 00 Value_0).tif
07/07/06,2.42,Inundation Boundary (07JUL2006 00 00 00 Value_0).tif
08/07/06,2.39,Inundation Boundary (08JUL2006 00 00 00 Value_0).tif
09/07/06,2.37,Inundation Boundary (09JUL2006 00 00 00 Value_0).tif
10/07/06,2.38,Inundation Boundary (10JUL2006 00 00 00 Value_0).tif
11/07/06,2.465,Inundation Boundary (11JUL2006 00 00 00 Value_0).tif
12/07/06,2.48,Inundation Boundary (12JUL2006 00 00 00 Value_0).tif
13/07/06,2.44,Inundation Boundary (13JUL2006 00 00 00 Value_0).tif
14/07/06,2.4,Inundation Boundary (14JUL2006 00 00 00 Value_0).tif
15/07/06,2.35,Inundation Boundary (15JUL2006 00 00 00 Value_0).tif
16/07/06,2.31,Inundation Boundary (16JUL2006 00 00 00 Value_0).tif
17/07/06,2.3,Inundation Boundary (17JUL2006 00 00 00 Value_0).tif
18/07/06,2.41,Inundation Boundary (18JUL2006 00 00 00 Value_0).tif
19/07/06,2.7,Inundation Boundary (19JUL2006 00 00 00 Value_0).tif
20/07/06,2.77,Inundation Boundary (20JUL2006 00 00 00 Value_0).tif
21/07/06,3.17,Inundation Boundary (21JUL2006 00 00 00 Value_0).tif
22/07/06,3.42,Inundation Boundary (22JUL2006 00 00 00 Value_0).tif
23/07/06,6.96,Inundation Boundary (23JUL2006 00 00 00 Value_0).tif
24/07/06,5.58,Inundation Boundary (24JUL2006 00 00 00 Value_0).tif
25/07/06,4.395,Inundation Boundary (25JUL2006 00 00 00 Value_0).tif
26/07/06,3.82,Inundation Boundary (26JUL2006 00 00 00 Value_0).tif
27/07/06,3.52,Inundation Boundary (27JUL2006 00 00 00 Value_0).tif
28/07/06,3.53,Inundation Boundary (28JUL2006 00 00 00 Value_0).tif
29/07/06,4.405,Inundation Boundary (29JUL2006 00 00 00 Value_0).tif
30/07/06,4.56,Inundation Boundary (30JUL2006 00 00 00 Value_0).tif
31/07/06,4.22,Inundation Boundary (31JUL2006 00 00 00 Value_0).tif
01/08/06,5.92,Inundation Boundary (01AUG2006 00 00 00 Value_0).tif
02/08/06,5.685,Inundation Boundary (02AUG2006 00 00 00 Value_0).tif
03/08/06,4.625,Inundation Boundary (03AUG2006 00 00 00 Value_0).tif
04/08/06,4.16,Inundation Boundary (04AUG2006 00 00 00 Value_0).tif
05/08/06,4.38,Inundation Boundary (05AUG2006 00 00 00 Value_0).tif
06/08/06,3.98,Inundation Boundary (06AUG2006 00 00 00 Value_0).tif
07/08/06,3.86,Inundation Boundary (07AUG2006 00 00 00 Value_0).tif
08/08/06,3.83,Inundation Boundary (08AUG2006 00 00 00 Value_0).tif
09/08/06,3.87,Inundation Boundary (09AUG2006 00 00 00 Value_0).tif
10/08/06,4.055,Inundation Boundary (10AUG2006 00 00 00 Value_0).tif
11/08/06,3.85,Inundation Boundary (11AUG2006 00 00 00 Value_0).tif
12/08/06,3.635,Inundation Boundary (12AUG2006 00 00 00 Value_0).tif
13/08/06,3.58,Inundation Boundary (13AUG2006 00 00 00 Value_0).tif
14/08/06,11.855,Inundation Boundary (14AUG2006 00 00 00 Value_0).tif
15/08/06,11.9,Inundation Boundary (15AUG2006 00 00 00 Value_0).tif
16/08/06,6.74,Inundation Boundary (16AUG2006 00 00 00 Value_0).tif
17/08/06,5.275,Inundation Boundary (17AUG2006 00 00 00 Value_0).tif
18/08/06,7.45,Inundation Boundary (18AUG2006 00 00 00 Value_0).tif
19/08/06,10.13,Inundation Boundary (19AUG2006 00 00 00 Value_0).tif
20/08/06,6.75,Inundation Boundary (20AUG2006 00 00 00 Value_0).tif
21/08/06,5.1,Inundation Boundary (21AUG2006 00 00 00 Value_0).tif
22/08/06,4.75,Inundation Boundary (22AUG2006 00 00 00 Value_0).tif
23/08/06,4.665,Inundation Boundary (23AUG2006 00 00 00 Value_0).tif
24/08/06,4.495,Inundation Boundary (24AUG2006 00 00 00 Value_0).tif
25/08/06,4.39,Inundation Boundary (25AUG2006 00 00 00 Value_0).tif
26/08/06,4.45,Inundation Boundary (26AUG2006 00 00 00 Value_0).tif
27/08/06,5.47,Inundation Boundary (27AUG2006 00 00 00 Value_0).tif
